filters,kernel,reg_type,l1_value,l2_value,mapes_train.Prévision globale.avg_mape,mapes_train.Prévision globale.max_mape,mapes_test.Prévision globale.avg_mape,mapes_test.Prévision globale.max_mape,mapes_test.Prévision journalière.avg_mape,mapes_test.Prévision journalière.max_mape,mapes_test.Prévision hebdomadaire.avg_mape,mapes_test.Prévision hebdomadaire.max_mape
16,7,l1,0.0,,5.136993765882171,416.4972262912326,11.353051826837229,28.55449542027045,8.194312446740998,23.303005059749793,53.69080849220684,100.0
16,7,l1,0.1,,9.692724484437296,1337.7242024739583,9.95568285847363,20.844555587749795,11.853798094860565,27.035998030134305,55.760284269018086,100.0
16,7,l1,0.01,,6.954629289926627,414.72784223132254,9.635186783111955,21.761702707905545,9.820297036298694,18.932697661469934,54.14770230969168,100.0
16,7,l1,0.001,,10.511226419168512,1418.662109375,14.820583065787932,39.811995246956585,12.919460906373981,35.80911732511642,57.365558277414166,100.0
16,7,l1,0.0001,,5.97072291619302,168.6522712688644,12.857595021333632,27.40093218742149,13.16482820700621,33.78766524515759,58.02619829849037,100.0
16,7,l2,,0.0,9.484332944676927,561.968321219173,11.894109063984594,26.73851425329951,16.43805595522998,35.21160633689343,58.50546599900882,100.0
16,7,l2,,0.1,10.681678043565228,930.9648980034723,19.95145139192996,39.60514194791056,11.243981243692874,29.321514570821478,58.34090433956034,100.0
16,7,l2,,0.01,6.59755282099078,933.0628119574653,13.385411797769944,32.64316468672075,11.233508959960691,39.34274186744955,58.229366708546785,100.0
16,7,l2,,0.001,5.8534358043897745,202.6129190964803,11.580500691807018,26.914206563889792,13.993903392980844,46.76474538853175,58.427290116953486,100.0
16,7,l2,,0.0001,8.787650976631985,596.5247260199652,9.009679399349462,32.61313393761073,15.382014484992308,36.57137256824931,60.04373377659948,100.0
16,7,l1_l2,0.0,0.0,10.973932727528835,1925.600857204861,9.86665318127536,35.08913416466978,15.320914981545803,34.83111143450091,58.74226535473865,100.0
16,7,l1_l2,0.0,0.1,7.520898387685662,848.5120307074652,6.604066705354138,15.472956264341633,8.475091147123173,20.635280794645116,55.11892794390552,100.0
16,7,l1_l2,0.0,0.01,5.780086093435646,203.34404183540863,8.823908555210146,20.101789953982106,14.12273355002505,40.53007235143754,59.984045641958765,100.0
16,7,l1_l2,0.0,0.001,6.624882366433837,268.592146794155,9.840241442569939,18.838353267545468,11.6361768326848,33.69337690659378,59.45279150692299,100.0
16,7,l1_l2,0.0,0.0001,5.819325162522701,708.8419596354167,10.178821971445636,24.0889992809309,12.06289598645862,31.146583369187418,56.92650207377183,100.0
16,7,l1_l2,0.1,0.0,8.516834103164493,1472.3200141059028,6.152316712360874,13.315892984255925,12.681857933379554,33.01026428679894,55.29303393661657,100.0
16,7,l1_l2,0.1,0.1,8.138222798400953,827.54150390625,3.961365139396115,10.116476436709126,13.287133072199463,38.877409869153674,56.711622408042444,100.0
16,7,l1_l2,0.1,0.01,9.120301436986646,936.3077799479166,8.866163406544796,21.50533488357378,15.244938776824771,23.662128488391712,55.78014699728332,100.0
16,7,l1_l2,0.1,0.001,7.947383186348504,827.6297336154514,13.403419503831515,30.92658369797337,12.813460658624203,23.29506568679557,56.27060383877301,100.0
16,7,l1_l2,0.1,0.0001,6.9045183982230105,116.0717699262831,9.140473681843645,15.810940347236283,10.321693211280747,25.809392821590066,55.09751176376825,100.0
16,7,l1_l2,0.01,0.0,7.579512306046196,454.13926866319446,9.930899797826065,20.69875375926703,8.43134653717383,32.15808383107242,55.37987578575927,100.0
16,7,l1_l2,0.01,0.1,8.511120114367948,915.3870985243057,13.782554709776287,30.529964791205703,14.075084107360004,20.294019327461697,54.8733470666816,100.0
16,7,l1_l2,0.01,0.01,7.588612192013336,612.7444118923611,7.838138275890979,18.975985231812796,12.8447783156544,30.221936795572653,57.00159897237434,100.0
16,7,l1_l2,0.01,0.001,8.921113638553047,2285.280219184028,9.53199297132362,19.243432867801513,12.34978393506214,32.829181377387464,60.37957139803334,100.0
16,7,l1_l2,0.01,0.0001,5.489630750228393,361.83831108940973,9.811360954318385,20.840714606556173,14.187765708393233,31.529536649203614,57.999222724971574,100.0
16,7,l1_l2,0.001,0.0,6.119653170735651,1150.578138563368,10.838960872424817,20.663993748166618,13.862977976777074,40.21074030252413,58.674280595091545,100.0
16,7,l1_l2,0.001,0.1,6.418650174227815,367.791985405816,11.915891165044023,36.317068032409345,14.578533146379257,39.189992913545254,59.99974606876159,100.0
16,7,l1_l2,0.001,0.01,6.212901096575716,790.6694878472222,12.795492616231527,40.96787911966229,16.188415380951216,26.965006161453736,57.69779130625218,100.0
16,7,l1_l2,0.001,0.001,7.878816633555321,873.0292426215278,12.863294068597614,29.629802058372217,14.188069071615962,31.749630650182226,57.307938303785136,100.0
16,7,l1_l2,0.001,0.0001,5.130100862818087,400.8047485351563,5.95695676449196,11.857169225837643,14.19177604052263,25.517399513649863,56.88012607298778,100.0
16,7,l1_l2,0.0001,0.0,7.12585147027355,884.8001437717014,9.378585913734069,28.091498083667787,14.172789802399791,39.2307769369643,58.58750220088639,100.0
16,7,l1_l2,0.0001,0.1,6.949434202803489,1068.171115451389,9.239072286539947,25.773686645785876,14.683188606671077,38.67010244919912,60.731265653808904,100.0
16,7,l1_l2,0.0001,0.01,6.2999472710491204,1400.9427897135417,9.508774187418897,27.84990672667938,11.99619289780466,19.13794912516029,55.37665909817322,100.0
16,7,l1_l2,0.0001,0.001,7.303723836745283,453.6191134982639,9.672008742229917,23.622181499713168,13.289645808046089,32.7837790274614,57.44988948895447,100.0
16,7,l1_l2,0.0001,0.0001,7.717598930309266,1143.8481987847222,6.289315281243249,15.322639912487759,10.819783914291461,39.052257858372144,56.314748424440474,100.0
16,14,l1,0.0,,7.2286626574839365,1050.4193115234375,9.939188695354911,24.70801639277579,10.913105690174305,27.430425936002568,56.18638281594964,100.0
16,14,l1,0.1,,9.414299715521537,823.2493760850695,8.194868311372726,13.093853080498752,12.062078305510758,20.100730210653303,57.417965568571105,100.0
16,14,l1,0.01,,6.72720431538802,1606.3540310329863,11.249035920276047,30.2946272951386,15.314303360055039,35.66881650537015,55.48722310288743,100.0
16,14,l1,0.001,,7.651079092826611,2018.266330295139,8.678427677029017,22.69145032543794,13.336605565586321,24.56775889693387,54.61450992672153,100.0
16,14,l1,0.0001,,9.255674725257514,982.8782145182291,7.889604695192441,21.789776322450013,15.323688042965907,31.130070218861132,55.09169816565795,100.0
16,14,l2,,0.0,7.755171249190322,1814.869656032986,13.113639531171193,27.29533561816745,12.55754996142061,27.556888142288514,55.23395609347044,100.0
16,14,l2,,0.1,9.2222346668848,872.18994140625,7.725113162563298,19.13995615094174,12.492995754517828,23.42992828566097,57.258333663703944,100.0
16,14,l2,,0.01,5.817992045942809,1140.8245171440972,10.257969733571901,27.79709928770293,21.55217276234303,56.113349947135916,61.50566840941339,100.0
16,14,l2,,0.001,7.716984574435472,2105.867377387153,10.388425956824909,32.226836899613645,12.96710473155404,29.32512986561045,56.09316012808082,100.0
16,14,l2,,0.0001,7.591537736688958,496.5713840060764,9.151301622751696,22.338340897616014,10.374816160335966,21.367037325115927,55.47576540920951,100.0
16,14,l1_l2,0.0,0.0,6.671397607392707,1198.5611979166667,7.777966003398103,18.45811895465204,13.50377958827533,29.042990013399212,55.9357175219189,100.0
16,14,l1_l2,0.0,0.1,10.916204356930574,931.4048936631945,18.723134334291075,38.44357452144707,12.894169520897696,37.71941783429989,60.09340834467156,100.0
16,14,l1_l2,0.0,0.01,5.647617925758305,1363.547092013889,7.712050326588529,19.05744128688887,14.881338231250515,22.331991340235323,54.15263820133019,100.0
16,14,l1_l2,0.0,0.001,5.596546694541582,1420.823025173611,11.26592830056904,35.736021114228286,12.210175323867935,42.54287726935277,58.32762107652619,100.0
16,14,l1_l2,0.0,0.0001,7.932740907033463,937.8948296440973,9.62803738698516,19.043556136672958,13.293953391266495,37.08542394293717,56.11643437215582,100.0
16,14,l1_l2,0.1,0.0,7.62388584695383,421.8514831661025,8.70133781434553,26.205143871804605,15.340906954244437,35.233959545892304,56.22830211509112,100.0
16,14,l1_l2,0.1,0.1,9.18635672763044,793.4461805555555,5.719792738161674,10.746670692468467,12.966279450735925,24.46007304742863,55.25174809023257,100.0
16,14,l1_l2,0.1,0.01,9.77412462518431,1343.9990234375,8.61920187512256,22.119001281446195,16.002530151190854,31.114202647297024,57.17153486380653,100.0
16,14,l1_l2,0.1,0.001,9.386890931945372,1334.1423882378472,7.581802348303986,19.370171572732602,11.72552461326549,27.65728212315246,56.54411346453179,100.0
16,14,l1_l2,0.1,0.0001,7.945054915525223,326.5799967447917,12.177924313214087,24.92818298071282,16.03826450735479,26.35177404909915,56.50392882362752,100.0
16,14,l1_l2,0.01,0.0,8.298464738696563,1467.1553548177083,8.563368224227652,27.256803205336805,9.038995076419724,21.604584576017597,56.300841426399394,100.0
16,14,l1_l2,0.01,0.1,8.993922516811752,1035.5299207899304,9.36610976154234,23.931010277535574,13.980033969821207,29.509439856998227,55.85204513357587,100.0
16,14,l1_l2,0.01,0.01,6.166620239950567,1499.4837782118057,11.052799782192864,33.26320136541248,12.189407176949782,25.01436799790781,55.63230924427087,100.0
16,14,l1_l2,0.01,0.001,8.85115939687007,231.8090565999349,15.774301626111614,39.53335344087597,16.3235750754595,29.752709619862323,57.58076659724461,100.0
16,14,l1_l2,0.01,0.0001,6.091403671471564,247.23189043076655,9.755744470155417,27.149482669396534,14.691904870760677,31.54525865453061,59.61297011855339,100.0
16,14,l1_l2,0.001,0.0,5.725236042062344,836.6959635416666,10.51049464029416,21.599534320915225,11.95807154980672,31.02143678924546,58.39300734242651,100.0
16,14,l1_l2,0.001,0.1,6.428634451991846,1077.498779296875,8.590945418626266,24.412081677788997,14.80767368454698,43.831482366116624,63.87940137839236,100.0
16,14,l1_l2,0.001,0.01,6.417610907645977,1734.5674641927083,6.864141064049631,20.638232691994794,15.089812352168575,31.072377012498954,54.381628704473826,100.0
16,14,l1_l2,0.001,0.001,6.719602512362403,1411.7247178819443,7.873727428688566,17.121472592966587,11.714752591103835,26.782085488024453,56.296978380322415,100.0
16,14,l1_l2,0.001,0.0001,6.114966657638903,1345.020480685764,10.387857620283754,24.445303340381876,13.752028446641797,34.089248203077545,56.358769897691715,100.0
16,14,l1_l2,0.0001,0.0,6.63363429406858,1701.103244357639,6.0692110018136525,16.868214873268975,14.806840208090069,41.000235424259294,59.538125553690634,100.0
16,14,l1_l2,0.0001,0.1,6.326351080270214,978.5590277777778,5.419553691344822,20.71273442079809,11.36544069380605,27.556851135941823,55.59395607614307,100.0
16,14,l1_l2,0.0001,0.01,5.640516928627115,606.5013631184896,18.416085490816307,38.09350921433903,11.286636277598777,33.814964441182426,60.80683296729295,100.0
16,14,l1_l2,0.0001,0.001,6.791213207812666,1774.3519422743057,10.366452026475244,28.120463831386928,13.046612353276377,30.568083464403223,56.59278700361331,100.0
16,14,l1_l2,0.0001,0.0001,7.885989050613273,287.68488566080725,13.937663117334461,26.37749463548755,14.594828984305462,37.09543540569953,58.43021622151565,100.0
16,21,l1,0.0,,5.6898246955945915,924.058091905382,9.263792193974577,29.228566646178162,15.585977033808032,39.29692904476278,59.51602065474192,100.0
16,21,l1,0.1,,7.741498744557184,547.9817369249132,9.853823018734001,37.539582144268344,12.781500680021178,25.33260863307093,56.68222600263234,100.0
16,21,l1,0.01,,6.335224273023796,1103.3841959635417,11.591692890635716,25.99619843134997,12.302448988198803,33.09299890961396,58.09002397458729,100.0
16,21,l1,0.001,,8.006681739388773,2165.8700900607637,10.762146121117663,24.32133337957275,14.570654738934383,40.934946714500235,60.275803812767435,100.0
16,21,l1,0.0001,,6.2261566046385965,1528.9317491319443,5.967118933646385,16.347820032269393,12.287097894753071,30.723969067505514,57.69727431441779,100.0
16,21,l2,,0.0,6.484021244640729,1835.9526909722224,14.678199409588123,37.48573979507837,12.136868613789375,26.760693695943278,58.04359960947001,100.0
16,21,l2,,0.1,6.2075708711507325,202.25837161508707,8.234022818242877,20.21298726511393,11.23156357433368,20.56745287296686,57.91942949041713,100.0
16,21,l2,,0.01,6.972780172758645,1418.7772623697917,9.571185600720408,29.944552413070202,14.249536220474642,35.8472122920463,60.256197155306026,100.0
16,21,l2,,0.001,8.461569741292202,2505.037434895833,10.537400499684193,27.300566360802563,13.063134502045926,34.15217893873205,55.56659344285762,100.0
16,21,l2,,0.0001,6.311926937961282,1174.0520562065972,15.653089520921133,25.812174149625427,15.29342171208786,38.46550309610583,62.515123592326844,100.0
16,21,l1_l2,0.0,0.0,7.403484712335351,301.63160536024304,8.493357328638055,21.590944949949513,15.692705768592788,39.93866974228947,60.42644012945463,100.0
16,21,l1_l2,0.0,0.1,6.956507548264208,1744.6036783854165,9.816394301283001,18.066469071646832,11.618239807544608,29.776047730225418,55.707682259950175,100.0
16,21,l1_l2,0.0,0.01,5.071714365992293,737.8827582465278,9.564151721696213,28.28333715206129,11.772543776074167,24.856479880771595,54.42892247421007,100.0
16,21,l1_l2,0.0,0.001,5.808846654199298,1313.6418999565972,13.229524583615932,24.80358828177639,14.030929172173913,44.15441300533172,62.503823564683195,100.0
16,21,l1_l2,0.0,0.0001,6.0751880256440245,296.4408196343316,16.627314254060856,30.636288114106335,16.19219019145495,47.87457436453904,60.21662531266507,100.0
16,21,l1_l2,0.1,0.0,7.353285861193067,846.4121500651041,10.989759481349125,28.18631189662653,15.293726844892959,25.5722031174614,57.13275318341537,100.0
16,21,l1_l2,0.1,0.1,10.60430820249984,546.6739230685764,13.744694445997178,45.81062104864556,11.984225271878545,32.94272810580752,57.51416483976387,100.0
16,21,l1_l2,0.1,0.01,8.645145899574558,975.9886338975693,10.335836271019714,21.20312556495643,10.278249414155377,24.838360023537152,55.256562725150516,100.0
16,21,l1_l2,0.1,0.001,9.292905571776489,2199.870334201389,9.183056830983324,16.964688245742487,19.0709211808792,32.925618401308895,61.55531687375198,100.0
16,21,l1_l2,0.1,0.0001,9.569708506837053,2007.0315212673613,7.422931590139477,17.22981823184706,13.368696236150203,23.585398106904233,57.92206894056162,100.0
16,21,l1_l2,0.01,0.0,6.418969716146689,1009.1771782769097,8.218543760713521,23.683800119109844,13.20170729340409,27.775264476614698,57.91762370823416,100.0
16,21,l1_l2,0.01,0.1,6.130398536639801,353.37232801649304,11.648429759743612,25.00282974601572,9.704797423677732,24.60297962377523,55.17558964679049,100.0
16,21,l1_l2,0.01,0.01,4.830625641143368,169.49077436495102,12.030910385206854,30.661371862176534,14.17882312868258,29.511849947315273,57.06471152909181,100.0
16,21,l1_l2,0.01,0.001,5.220393077357391,1015.2724880642362,8.221763753531269,18.352205479555323,15.276981178332075,44.85067761587197,55.9384283503368,100.0
16,21,l1_l2,0.01,0.0001,6.939418295441959,1174.762980143229,10.67633908816704,18.512487058740753,13.146580510068372,29.506000684727198,58.13527563014677,100.0
16,21,l1_l2,0.001,0.0,7.432730362397501,1315.809597439236,9.615320396874676,27.32039173288844,12.493553102417948,28.874367262903906,55.81315524077544,100.0
16,21,l1_l2,0.001,0.1,5.058796492276278,348.3474392361111,10.610806990353305,20.352167894147605,13.941169039184663,27.340756767649278,56.82061543448059,100.0
16,21,l1_l2,0.001,0.01,7.49393987364289,1712.392849392361,10.843449431202142,35.35630813401671,18.477960054454446,44.01344942713131,57.60200440844731,100.0
16,21,l1_l2,0.001,0.001,6.036175455424802,573.7555948893229,15.642410262082445,43.353321058523946,19.638492251088916,38.543228692127286,56.26341798631411,100.0
16,21,l1_l2,0.001,0.0001,6.237819015467826,314.32054307725696,8.135494170066838,16.827537272152565,15.136095361084092,45.87845922822432,54.762042247204036,100.0
16,21,l1_l2,0.0001,0.0,5.009670908525034,385.4352612327873,11.578418366881195,32.071209443737104,14.792712160194293,32.53312812141459,60.467974589022376,100.0
16,21,l1_l2,0.0001,0.1,10.204591392818037,1307.1067979600696,11.687475213078143,29.199554882061147,13.466409687155089,30.113834088378216,58.91584724450822,100.0
16,21,l1_l2,0.0001,0.01,9.389271439178962,2756.806640625,8.44944724462429,26.645908907560255,13.578652519214947,36.49823338124164,60.01906204079354,100.0
16,21,l1_l2,0.0001,0.001,8.691984945168974,1653.9109971788193,9.516380431757185,26.76660186262458,12.714504323304896,26.147136970296852,57.81990418406413,100.0
16,21,l1_l2,0.0001,0.0001,7.291516057475556,1003.8663736979167,7.520418406336813,18.468087216757052,15.87637934074012,37.1039231704451,55.54646396512045,100.0
64,7,l1,0.0,,5.11228900616356,727.7145046657986,8.341919042322553,18.40421408633397,10.66979179210774,25.187533057508045,56.6918394435735,100.0
64,7,l1,0.1,,11.300975445514785,1024.2298041449653,7.364723778250091,16.630474145333913,14.280378600225413,35.55519921163191,57.6382223227872,100.0
64,7,l1,0.01,,8.291890910281708,1027.8422715928818,9.669612158773145,23.45894197803608,12.96014538555993,33.14523119558615,57.96356645553228,100.0
64,7,l1,0.001,,4.203246279690805,458.88214111328125,8.500481920070047,14.893236996736581,12.792819203151126,34.86097446134508,58.46109292193637,100.0
64,7,l1,0.0001,,5.913753970432255,682.296888563368,7.296306272875879,19.91314064986182,11.74673434719853,22.763462945856112,54.962129945727256,100.0
64,7,l2,,0.0,5.74884861250762,345.106438530816,9.114798779219717,24.12451701837049,14.5450779210011,35.418433007693864,58.358241363216464,100.0
64,7,l2,,0.1,6.669320374587324,133.69592122073695,9.57575045458191,22.578889864146376,9.856666698106354,28.327186730191674,54.95414016981367,100.0
64,7,l2,,0.01,4.558089167979189,195.11103677486187,8.037931273758442,21.383524654407452,15.764105658369086,35.409937434619025,59.800038447516656,100.0
64,7,l2,,0.001,4.75065076450567,1207.5788031684028,6.779427771719535,18.343389889917166,12.456241743316488,20.52213436213471,56.23695337630678,100.0
64,7,l2,,0.0001,7.82889450255551,1740.8238389756946,7.456481524539879,17.653953552885017,13.975776738529742,31.6577347809948,56.50617550136133,100.0
64,7,l1_l2,0.0,0.0,6.539933327464321,657.9982503255209,5.279218074652931,18.931294518566727,13.449654044203802,29.32956338717444,55.74992218247176,100.0
64,7,l1_l2,0.0,0.1,9.461188303672145,2096.531304253472,7.162741371713158,10.358481282974626,11.347875064206843,26.95703732328163,55.88894901033935,100.0
64,7,l1_l2,0.0,0.01,6.1323897052181255,1532.703857421875,9.943672962173782,21.273851156864183,15.035670962594063,34.63964797614227,59.21335940242545,100.0
64,7,l1_l2,0.0,0.001,5.175824210424498,525.0963677300347,9.759060902028944,19.863466078008543,13.791181590956455,26.071318787119523,56.84146509474601,100.0
64,7,l1_l2,0.0,0.0001,7.947125480244914,439.9943372938368,8.91801081402827,15.552581769219495,16.9055643247691,27.620249829079306,56.84660464398286,100.0
64,7,l1_l2,0.1,0.0,14.024780996256935,1018.0772569444445,16.002977924845176,28.941959171501242,12.892281445519165,32.61700954773234,57.2511018728449,100.0
64,7,l1_l2,0.1,0.1,12.41660433511762,869.4397650824653,11.068157083528773,23.245774973334058,13.276024968587075,34.96992736920129,57.491207633355124,100.0
64,7,l1_l2,0.1,0.01,12.198314429120693,399.77718777126734,7.738262301857125,23.438114390118233,13.963579654426297,29.758812723560773,55.078781394868884,100.0
64,7,l1_l2,0.1,0.001,9.588713898252063,125.2450077443062,12.454847781526931,22.638059410750955,15.414169965975187,34.422152676085624,56.9026833585174,100.0
64,7,l1_l2,0.1,0.0001,12.609006696332061,2248.3238389756943,6.287300893151618,15.77185336216871,11.58696363150476,31.69298939915754,55.985744364766866,100.0
64,7,l1_l2,0.01,0.0,5.470324037769432,241.70789003145777,8.00027014470709,16.105489375550015,15.42681926078571,33.179706707972954,55.583045509497495,100.0
64,7,l1,0.0,,5.8849743321338215,589.4879150390625,9.174117084383512,16.08588439409553,10.900364870175085,34.00155068924209,55.791566038412796,100.0
64,7,l1,0.1,,12.86792726341433,348.07015313042535,8.066448610698574,15.542883582818092,10.65480538499624,30.146082993774044,56.40312585525943,100.0
64,7,l1,0.01,,7.634237098973938,1305.8232964409722,7.5041541535803855,15.22553036310135,14.012304437760198,34.1031814577205,58.36041590920223,100.0
64,7,l1,0.001,,4.95742336403471,263.0023083229463,7.765631266086752,18.981133149443092,10.42068794739556,31.909919507575758,59.364144489769444,100.0
64,7,l1,0.0001,,6.597080927931458,471.11463758680554,6.77809257751904,19.818625501888384,13.098034222625623,24.55485522676384,56.960623847930435,100.0
64,7,l2,,0.0,4.7037949102246275,1438.100314670139,8.733637236255028,27.05221244033163,12.924361462306617,38.14938077883512,61.83106418314693,100.0
64,7,l2,,0.1,8.02575307476531,2128.438178168403,9.645100348673553,24.831486391720446,15.095104726649215,47.983253768897214,60.75576859618259,100.0
64,7,l2,,0.01,5.83947104159769,1132.3682318793403,12.11450579438325,25.26487538633091,12.980011671197875,30.575409316578927,60.1452770446232,100.0
64,7,l2,,0.001,6.874704151607155,362.6723395453559,9.436369164337787,18.72792063517527,10.430057152473935,30.44584688406897,58.36015122721392,100.0
64,7,l2,,0.0001,6.262340427558482,622.3107697654739,14.914768699809787,27.369016298767967,16.23895732265038,28.966562637089154,59.69366272854971,100.0
64,7,l1_l2,0.0,0.0,6.302385221431912,556.0510932074653,6.915761934454802,25.310271294734527,12.887122367528487,25.244447977864038,57.16079317249957,100.0
64,7,l1_l2,0.0,0.1,7.732748010999726,341.28892686631946,8.113785753251472,14.232075329435784,12.423317454984373,36.12402033981238,58.0074603546298,100.0
64,7,l1_l2,0.0,0.01,6.433385358235695,847.6613362630209,7.623007818756138,15.325385239439719,12.153433341216742,32.79917335239927,55.8441036587991,100.0
64,7,l1_l2,0.0,0.001,7.0386130507289835,667.3404269748264,8.573675120950458,16.11491410604283,14.195901997749946,29.583602238982248,57.23263307894248,100.0
64,7,l1_l2,0.0,0.0001,7.751833093697823,1717.7266438802083,13.30069121478609,29.907502577778246,12.913607306015985,29.962748537450057,57.15138785124638,100.0
64,7,l1_l2,0.1,0.0,10.616313253778632,611.9115532769097,8.79693747768986,23.909337486893012,9.749796807987678,28.860621720405614,54.71689041663659,100.0
64,7,l1_l2,0.1,0.1,12.455234444021626,659.2782253689236,12.474919223138684,25.057625555917127,12.162682939465338,33.476560046530864,54.979931504323986,100.0
64,7,l1_l2,0.1,0.01,13.774619443035087,1693.8427734375,8.774420280941495,17.55859869336877,12.229931209334477,37.31181891696676,57.56178380862349,100.0
64,7,l1_l2,0.1,0.001,10.288748924609816,568.1836615668403,10.364745084632386,19.847943389105833,12.030636399609623,36.85485053064048,57.36162208850135,100.0
64,7,l1_l2,0.1,0.0001,12.67865669939203,1014.3886990017361,8.248775217361436,13.73417557038001,9.458295154016298,26.953555779278304,55.72710920399868,100.0
64,7,l1_l2,0.01,0.0,6.6363057904212335,1330.2684190538193,7.750051827375268,26.650258850652687,15.2647504159219,33.75230547048998,58.998228624921,100.0
64,7,l1_l2,0.01,0.1,6.73171383457969,960.1566569010417,6.20601639877744,12.408284947088898,12.696697636086068,38.31778294146926,55.448642707869396,100.0
64,7,l1_l2,0.01,0.01,5.976427517274635,671.675550672743,7.73873008709509,20.407398556423328,12.869178518954211,32.346759370570965,58.64956619995272,100.0
64,7,l1_l2,0.01,0.001,7.697023604236846,1183.516845703125,5.8565891030280275,16.50268160796788,13.85064009365144,23.143720578558412,57.01969219678442,100.0
64,7,l1_l2,0.01,0.0001,6.002859648798528,241.48515779626422,6.25755098129254,14.622814878027029,14.789861780346893,34.77377785018897,59.156415182797126,100.0
64,7,l1_l2,0.001,0.0,7.869333667231294,365.33315022786456,12.911576965893712,24.666818890796417,15.654303631232205,26.381687314402374,58.13592765508122,100.0
64,7,l1_l2,0.001,0.1,8.768300661633024,848.836719505561,10.75913082724888,21.342327315028054,15.271370152750231,35.484380799925766,57.304147229278065,100.0
64,7,l1_l2,0.001,0.01,8.867524087646245,1788.7415907118054,7.5726581885852555,19.27265435265053,11.22808681589764,33.19916391433826,55.218532293933,100.0
64,7,l1_l2,0.001,0.001,4.339131032424021,202.24055820041232,8.263411302172667,17.32821208565562,16.396916286006665,32.70734492305834,56.848912533043816,100.0
64,7,l1_l2,0.001,0.0001,4.762375409392502,287.168346669486,10.62429753668447,31.280795092035792,12.317184944258234,30.589502375076833,57.71030900294626,100.0
64,7,l1_l2,0.0001,0.0,9.480041249967146,1626.9124348958333,11.867863709672699,20.54877713405691,9.827828636437708,28.9011355200108,56.053413336064935,100.0
64,7,l1_l2,0.0001,0.1,6.231919329407563,1144.818115234375,10.306072156268685,23.486218187118045,12.882943270606336,29.183156910137004,56.614474928155495,100.0
64,7,l1_l2,0.0001,0.01,4.620391830498808,1022.5032552083333,8.035651980674535,27.143080586315637,13.529954842856645,30.16774909515317,59.036821199520304,100.0
64,7,l1_l2,0.0001,0.001,6.656941172885322,1328.6751302083333,11.700632283066472,25.69008220427545,13.190832124261183,30.378851150705273,58.493194529250445,100.0
64,7,l1_l2,0.0001,0.0001,5.670430372947943,978.064710828993,9.021960468186494,23.101243876141027,11.440502221298892,42.54393839213403,57.136835679653565,100.0
64,14,l1,0.0,,5.9461731307520385,468.3084784613715,10.95920777600514,28.751540067831584,9.537346232820695,33.41291095110346,56.89644246256593,100.0
64,14,l1,0.1,,17.049025711379347,828.3313666449652,14.981448967729744,25.348613427432475,14.872372448442139,44.59006374439955,56.16614890370613,100.0
64,14,l1,0.01,,6.237270710801204,1185.7206895616318,15.199359076840087,32.29879263147978,15.05093155029096,31.726913509651624,56.222224317466654,100.0
64,14,l1,0.001,,6.9130000811747845,1438.4993489583333,7.896503036854047,18.224910614325854,13.906241713704167,27.314595041050183,57.72664353343261,100.0
64,14,l1,0.0001,,6.855568828511762,2328.2175021701387,8.021201138701654,18.582204636255874,10.058984202795592,22.606581544847135,55.628746216917875,100.0
64,14,l1,0.0,,4.786144051387144,743.5608588324653,9.566789273626297,30.009264299472406,10.873089447085556,33.61335770356685,57.3208644102577,100.0
64,14,l1,0.1,,11.29866960069476,617.7953423394097,10.587316861232603,26.91753880010537,12.367817535282484,36.89216119881082,54.60215985847285,100.0
64,14,l1,0.01,,7.915856551790617,840.5050320095486,7.38618276084469,20.673927166110552,10.887387185410805,24.2299544020382,56.84667547913513,100.0
64,14,l1,0.001,,7.040986258493324,1939.8917643229165,8.21227813271924,18.540387722639917,16.388380457244708,31.95919910406965,60.8484469061634,100.0
64,14,l1,0.0001,,4.574751218612046,903.1268988715277,8.867086964785416,32.01795019372612,13.418326758972645,26.005385368583017,57.330226693101636,100.0
64,14,l2,,0.0,4.157529337267454,547.2503323025173,11.285674584293861,28.027202401294627,15.027429203090804,30.415741876049097,60.694261610510026,100.0
64,14,l2,,0.1,5.834810334058374,562.4770100911459,13.298234483336605,27.690856936273434,11.085843454943609,20.49568418421824,55.138695696699756,100.0
64,14,l2,,0.01,9.75701494281476,1706.7164442274304,9.03786050421633,29.04389779698099,14.399186259859643,37.87789811744955,57.65339219975864,100.0
64,14,l2,,0.001,4.169694888644577,397.23927481262086,11.856739662347815,24.393551497990117,11.717878949930045,28.280490736991293,59.473142346368846,100.0
64,14,l2,,0.0001,6.106057447572078,1851.4453125,11.002713747374935,23.077469760175028,13.847477391248535,24.422764137216312,60.39479797093087,100.0
64,14,l1_l2,0.0,0.0,4.793027631188872,505.2968343098958,13.966213500264828,25.151689818691903,13.047624615803773,26.94172562377605,57.495242390131615,100.0
64,14,l1_l2,0.0,0.1,5.70701033083874,720.3287760416667,12.524307761839266,30.40350407733858,15.286386898838241,27.506049058935684,55.408814543270935,100.0
64,14,l1_l2,0.0,0.01,5.6641989196095475,640.3979831271702,11.617266414488459,26.400734601373422,13.908327767514482,31.276336935614495,59.1730645600818,100.0
